FUND TYPE,FUND CODE,FUND DESCRIPTION,DEPARTMENT NUMBER,DEPARTMENT DESCRIPTION,APPROPRIATION AUTHORITY,APPROPRIATION AUTHORITY DESCRIPTION,APPROPRIATION ACCOUNT,APPROPRIATION ACCOUNT DESCRIPTION,2014 ORDINANCE (AMOUNT $)
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2235,COMMITTEE ON PUBLIC SAFETY,0,PERSONNEL SERVICES,$119289.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2235,COMMITTEE ON PUBLIC SAFETY,100,CONTRACTUAL SERVICES,$1000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2235,COMMITTEE ON PUBLIC SAFETY,300,COMMODITIES AND MATERIALS,$1000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2235,COMMITTEE ON PUBLIC SAFETY,700,CONTINGENCIES,$500.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2240,COMM ON HEALTH AND ENVIRONMENT,0,PERSONNEL SERVICES,$87670.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2240,COMM ON HEALTH AND ENVIRONMENT,100,CONTRACTUAL SERVICES,$200.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2240,COMM ON HEALTH AND ENVIRONMENT,300,COMMODITIES AND MATERIALS,$800.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2240,COMM ON HEALTH AND ENVIRONMENT,700,CONTINGENCIES,$500.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2245,COMMITTEE ON COMMT RULES ETHIC,0,PERSONNEL SERVICES,$100008.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2245,COMMITTEE ON COMMT RULES ETHIC,100,CONTRACTUAL SERVICES,$40000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2245,COMMITTEE ON COMMT RULES ETHIC,300,COMMODITIES AND MATERIALS,$500.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2255,COMM ON ECONOMIC/CAPITAL/TECH,0,PERSONNEL SERVICES,$107635.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2255,COMM ON ECONOMIC/CAPITAL/TECH,100,CONTRACTUAL SERVICES,$1000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2255,COMM ON ECONOMIC/CAPITAL/TECH,300,COMMODITIES AND MATERIALS,$500.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2255,COMM ON ECONOMIC/CAPITAL/TECH,700,CONTINGENCIES,$1000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2260,COMMITTEE ON EDUCATION & CHILD,0,PERSONNEL SERVICES,$200609.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2260,COMMITTEE ON EDUCATION & CHILD,100,CONTRACTUAL SERVICES,$3000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2260,COMMITTEE ON EDUCATION & CHILD,700,CONTINGENCIES,$2000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2275,COMM ON ZONING/LANDMARK/BUILD,0,PERSONNEL SERVICES,$305134.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2275,COMM ON ZONING/LANDMARK/BUILD,100,CONTRACTUAL SERVICES,$5300.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2275,COMM ON ZONING/LANDMARK/BUILD,300,COMMODITIES AND MATERIALS,$74700.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2280,COMMITTEE ON HOUSING AND RE,0,PERSONNEL SERVICES,$192406.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2280,COMMITTEE ON HOUSING AND RE,100,CONTRACTUAL SERVICES,$1550.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2280,COMMITTEE ON HOUSING AND RE,300,COMMODITIES AND MATERIALS,$400.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2280,COMMITTEE ON HOUSING AND RE,700,CONTINGENCIES,$2150.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2286,COMMITTEE ON HUMAN RELATIONS,0,PERSONNEL SERVICES,$88098.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2286,COMMITTEE ON HUMAN RELATIONS,300,COMMODITIES AND MATERIALS,$1000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2290,COMMITTEE ON WORKFORCE DEV,0,PERSONNEL SERVICES,$479312.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2290,COMMITTEE ON WORKFORCE DEV,100,CONTRACTUAL SERVICES,$30000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2290,COMMITTEE ON WORKFORCE DEV,300,COMMODITIES AND MATERIALS,$5000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2295,LEGISLATIVE REFERENCE BUREAU,0,PERSONNEL SERVICES,$282081.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2295,LEGISLATIVE REFERENCE BUREAU,100,CONTRACTUAL SERVICES,$67000.00
Local,0100,CORPORATE FUND,15,CITY COUNCIL,2295,LEGISLATIVE REFERENCE BUREAU,300,COMMODITIES AND MATERIALS,$4000.00
Local,0300,VEHICLE FUND,15,CITY COUNCIL,2230,COMMITTEE ON TRANSPORTATION,0,PERSONNEL SERVICES,$416667.00
Local,0300,VEHICLE FUND,15,CITY COUNCIL,2230,COMMITTEE ON TRANSPORTATION,9000,SPECIFIC PURPOSE-GENERL,$16387.00
Local,0300,VEHICLE FUND,15,CITY COUNCIL,2265,COMM ON PEDESTRIAN AND TRAFFIC,0,PERSONNEL SERVICES,$210000.00
Local,0300,VEHICLE FUND,15,CITY COUNCIL,2265,COMM ON PEDESTRIAN AND TRAFFIC,300,COMMODITIES AND MATERIALS,$5000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,CITY COUNCIL,2155,COMM ON SP EVENTS/CULT AFF/REC,0,PERSONNEL SERVICES,$146000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,15,CITY COUNCIL,2155,COMM ON SP EVENTS/CULT AFF/REC,300,COMMODITIES AND MATERIALS,$8720.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,5,SALARIES AND WAGES - ON PAYROLL,$6225843.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,15,SCHEDULE SALARY ADJ,$35468.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,39,STUDENT AS TRAINEES,$81182.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,125,OFF AND BUILDING SERV,$25000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,130,POSTAGE,$45000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,135,DELEGATE AGENCIES,$575000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,138,PROF SERV-IT MAINT,$66000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,140,PROF & TECHNICAL SERVICES,$1366000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,150,PUBLICATN & REPRODT-OUT,$171000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,152,ADVERTISING,$84500.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,153,PROMOTIONS,$12000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,159,LEASE PURCHASE AGREEMNT,$65500.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,166,DUES  SUBSC & MEM,$61500.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,172,INSURANCE PREMIUMS,$393000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,181,MOBILE COMM SERVICES,$14400.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,189,TELEPHONE NON-CENTREX,$29700.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,190,TELEPHONE-CENTREX,$111000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,191,TELEPHONE-RELOCATIONS,$25000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,197,TELEPHONE-MAINTENANCE,$18280.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,229,TRAN/EXP ALLOWANCE,$6500.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,245,REIMBURSEMENT TRAVELERS,$6000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,340,MATERIAL AND SUPPLIES,$50000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,350,STATIONERY AND OFFICE SUPPL,$45000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9188,MILLENNIUM PARK OPERATIONS,$6195000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9288,MILLENNIUM PARK PROGRAMMING,$190000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9427,REIMBURSEMENT - FINANCE,$80000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9438,REIMBURSEMENT - 2FM,$374000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9441,REIMBURSEMENT - CDPH,$15000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9457,REIMBURSEMENT - CPD,$1254760.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9458,REIMBURSEMENT - OEMC,$450000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9459,REIMBURSEMENT - FIRE,$165000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9481,REIMBURSEMENT - DSS,$128000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9484,REIMBURSEMENT - CDOT,$5000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9803,FOR PROGRAMMING/MARKETG,$2456500.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9805,FOR FESTIVAL PRODUCTION,$7320000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9807,FOR REDEMPTION EXPENSES,$2019000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9811,SPORT DEVLP ACTIVITIES,$41000.00
Local,0355,SPECIAL EVENTS / MUNICIPAL HOTEL T/F,23,CULTURAL AFFAIRS SPECIAL EVENT,2015,CULTURAL AFFAIRS SPECIAL EVENT,9813,LOCAL PROMOTION/MARKETG,$1363000.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,5,SALARIES AND WAGES - ON PAYROLL,$2335048.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,15,SCHEDULE SALARY ADJ,$19419.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,20,OVERTIME,$60000.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,130,POSTAGE,$5000.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,140,PROF & TECHNICAL SERVICES,$209538.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,150,PUBLICATN & REPRODT-OUT,$12738.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,152,ADVERTISING,$30000.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,159,LEASE PURCHASE AGREEMNT,$228096.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,162,REPAIR/MAINT EQUIPMENT,$10623.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,190,TELEPHONE-CENTREX,$33000.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,197,TELEPHONE-MAINTENANCE,$4870.00
Local,0100,CORPORATE FUND,25,CITY CLERK,2005,CITY CLERK,350,STATIONERY AND OFFICE SUPPL,$48836.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,5,SALARIES AND WAGES - ON PAYROLL,$3715013.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,15,SCHEDULE SALARY ADJ,$31646.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,20,OVERTIME,$75000.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,39,STUDENT AS TRAINEES,$170000.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,130,POSTAGE,$894350.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,139,PROF SERV-IT DEVELOPMENT,$726521.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,140,PROF & TECHNICAL SERVICES,$653675.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,154,RENTAL-DATA HARDWARE EQ,$30236.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,157,RENTAL EQUIPMENT AND SERVICES,$30940.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,162,REPAIR/MAINT EQUIPMENT,$72038.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,181,MOBILE COMM SERVICES,$22356.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,229,TRAN/EXP ALLOWANCE,$33250.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,338,LICENSE STICKER TAG AND PLATES,$313750.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,350,STATIONERY AND OFFICE SUPPL,$198400.00
Local,0300,VEHICLE FUND,25,CITY CLERK,2005,CITY CLERK,9438,REIMBURSEMENT - 2FM,$36500.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,5,SALARIES AND WAGES - ON PAYROLL,$2917299.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,15,SCHEDULE SALARY ADJ,$8629.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,20,OVERTIME,$4700.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,130,POSTAGE,$7748.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,140,PROF & TECHNICAL SERVICES,$66668.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,149,SOFTWARE MAINT/LICENSING,$18800.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,150,PUBLICATN & REPRODT-OUT,$1250.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,157,RENTAL EQUIPMENT AND SERVICES,$33412.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,162,REPAIR/MAINT EQUIPMENT,$4051.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,166,DUES  SUBSC & MEM,$7400.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,169,TECHNICAL MEETING COSTS,$1270.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,181,MOBILE COMM SERVICES,$5000.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,190,TELEPHONE-CENTREX,$119000.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,196,DATA CIRCUITS,$9300.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,197,TELEPHONE-MAINTENANCE,$39000.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,245,REIMBURSEMENT TRAVELERS,$1200.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,270,LOCAL TRANSPORTATION,$600.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,348,BOOKS AND RELATED MTL,$4300.00
Local,0100,CORPORATE FUND,27,FINANCE,2011,CITY COMPTROLLER,350,STATIONERY AND OFFICE SUPPL,$22700.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,5,SALARIES AND WAGES - ON PAYROLL,$3246626.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,15,SCHEDULE SALARY ADJ,$21183.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,20,OVERTIME,$10000.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,130,POSTAGE,$16700.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,140,PROF & TECHNICAL SERVICES,$80100.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,142,ACCOUNTING AND AUDITING,$603863.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,150,PUBLICATN & REPRODT-OUT,$14561.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,157,RENTAL EQUIPMENT AND SERVICES,$13396.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,162,REPAIR/MAINT EQUIPMENT,$1050.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,166,DUES  SUBSC & MEM,$1800.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,169,TECHNICAL MEETING COSTS,$52924.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,190,TELEPHONE-CENTREX,$16000.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,197,TELEPHONE-MAINTENANCE,$1500.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,245,REIMBURSEMENT TRAVELERS,$3000.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,270,LOCAL TRANSPORTATION,$825.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,348,BOOKS AND RELATED MTL,$600.00
Local,0100,CORPORATE FUND,27,FINANCE,2012,ACCOUNTING FINANCIAL REPORTING,350,STATIONERY AND OFFICE SUPPL,$20000.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,5,SALARIES AND WAGES - ON PAYROLL,$5448344.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,15,SCHEDULE SALARY ADJ,$22344.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,39,STUDENT AS TRAINEES,$40000.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,130,POSTAGE,$132860.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,138,PROF SERV-IT MAINT,$155000.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,149,SOFTWARE MAINT/LICENSING,$344800.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,150,PUBLICATN & REPRODT-OUT,$261181.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,152,ADVERTISING,$7800.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,157,RENTAL EQUIPMENT AND SERVICES,$25000.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,162,REPAIR/MAINT EQUIPMENT,$55500.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,166,DUES  SUBSC & MEM,$5442.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,169,TECHNICAL MEETING COSTS,$9885.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,178,FREIGHT/EXPENSE CHARGES,$300.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,245,REIMBURSEMENT TRAVELERS,$3338.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,270,LOCAL TRANSPORTATION,$8750.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,340,MATERIAL AND SUPPLIES,$53900.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,348,BOOKS AND RELATED MTL,$2100.00
Local,0100,CORPORATE FUND,27,FINANCE,2015,FINANCIAL STRATEGY AND OPS,350,STATIONERY AND OFFICE SUPPL,$26900.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,5,SALARIES AND WAGES - ON PAYROLL,$21585659.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,12,CONTRACT WAGE-PR,$81682.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,15,SCHEDULE SALARY ADJ,$100006.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,20,OVERTIME,$53468.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,39,STUDENT AS TRAINEES,$15000.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,91,UNIFORM ALLOWANCE,$110750.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,125,OFF AND BUILDING SERV,$5000.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,130,POSTAGE,$115627.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,138,PROF SERV-IT MAINT,$22439500.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,140,PROF & TECHNICAL SERVICES,$4075310.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,149,SOFTWARE MAINT/LICENSING,$117363.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,150,PUBLICATN & REPRODT-OUT,$5000.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,152,ADVERTISING,$7200.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,156,LOCK BOX RENTAL,$16828.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,157,RENTAL EQUIPMENT AND SERVICES,$119000.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,162,REPAIR/MAINT EQUIPMENT,$787739.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,166,DUES  SUBSC & MEM,$100.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,169,TECHNICAL MEETING COSTS,$9244.00
Local,0100,CORPORATE FUND,27,FINANCE,2020,REVENUE SERVICES AND OPERATION,178,FREIGHT/EXPENSE CHARGES,$2220.00
